0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s109274365.py,1.0,15,Plagiarized,1.0,1
s142734956.py,1.0,13,Plagiarized,1.0,1
s242578042.py,1.0,15,Plagiarized,1.0,1
s296246861.py,1.0,15,Plagiarized,1.0,1
s401452092.py,1.0,19,Plagiarized,1.0,1
s531271937.py,1.0,12,Plagiarized,1.0,1
s644302987.py,1.0,15,Plagiarized,1.0,1
s700892881.py,1.0,16,Plagiarized,1.0,1
s792090041.py,1.0,18,Plagiarized,1.0,1
s797815314.py,1.0,14,Plagiarized,1.0,1
s863678416.py,1.0,20,Plagiarized,1.0,1
s911257140.py,1.0,14,Plagiarized,1.0,1
s972458391.py,1.0,13,Plagiarized,1.0,1
s995143059.py,1.0,19,Plagiarized,1.0,1
s388920022.py,0.99,17,Plagiarized,0.99,1
s742569798.py,0.99,14,Plagiarized,0.99,1
s221155364.py,0.99,18,Plagiarized,0.99,1
s887986832.py,0.99,19,Plagiarized,0.99,1
s260667176.py,0.96,16,Plagiarized,0.96,1
s872882981.py,0.96,15,Plagiarized,0.96,1
s607902383.py,0.94,20,Plagiarized,0.94,1
s756476032.py,0.94,19,Plagiarized,0.94,1
s176677807.py,0.93,15,Plagiarized,0.93,1
s810211783.py,0.93,17,Plagiarized,0.93,1
s136700103.py,0.92,15,Plagiarized,0.92,1
s345986218.py,0.92,15,Plagiarized,0.92,1
s373384970.py,0.92,16,Plagiarized,0.92,1
s575815356.py,0.92,16,Plagiarized,0.92,1
s965455194.py,0.92,21,Plagiarized,0.92,1
s990188928.py,0.92,16,Plagiarized,0.92,1
s347454974.py,0.92,16,Plagiarized,0.92,1
s412559133.py,0.92,15,Plagiarized,0.92,1
s436538537.py,0.91,14,Plagiarized,0.91,1
s478856481.py,0.91,17,Plagiarized,0.91,1
s918178505.py,0.91,19,Plagiarized,0.91,1
s034844457.py,0.9,17,Plagiarized,0.9,1
s034844457_reverseLoop.py,0.9,20,Plagiarized,0.9,1
s843350684.py,0.9,13,Plagiarized,0.9,1
s669512360.py,0.89,15,Potentially Plagiarized,0.97,1
s328867695.py,0.89,18,Potentially Plagiarized,0.97,1
s793067689.py,0.89,17,Potentially Plagiarized,0.97,1
s387306320.py,0.89,17,Potentially Plagiarized,0.97,1
s490405885.py,0.89,16,Potentially Plagiarized,0.97,1
s199866281.py,0.88,16,Potentially Plagiarized,0.96,1
s166892095.py,0.88,20,Potentially Plagiarized,0.96,1
s508557251.py,0.88,15,Potentially Plagiarized,0.96,1
s562937474.py,0.88,18,Potentially Plagiarized,0.96,1
s402212119.py,0.87,18,Potentially Plagiarized,0.95,1
s112964243.py,0.87,13,Potentially Plagiarized,0.95,1
