0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s034708120.py,1.0,13,Plagiarized,1.0,1
s072507240.py,1.0,13,Plagiarized,1.0,1
s086341939.py,1.0,10,Plagiarized,1.0,1
s150021379.py,1.0,13,Plagiarized,1.0,1
s221500135.py,1.0,13,Plagiarized,1.0,1
s270648071.py,1.0,8,Plagiarized,1.0,1
s322897189.py,1.0,19,Plagiarized,1.0,1
s436245946.py,1.0,10,Plagiarized,1.0,1
s484322780.py,1.0,16,Plagiarized,1.0,1
s526467142.py,1.0,13,Plagiarized,1.0,1
s538311692.py,1.0,14,Plagiarized,1.0,1
s579594840.py,1.0,12,Plagiarized,1.0,1
s757642565.py,1.0,9,Plagiarized,1.0,1
s813027854.py,1.0,10,Plagiarized,1.0,1
s815235559.py,1.0,14,Plagiarized,1.0,1
s863190146.py,1.0,12,Plagiarized,1.0,1
s975020120.py,1.0,8,Plagiarized,1.0,1
s979036777.py,1.0,11,Plagiarized,1.0,1
s317095070.py,1.0,14,Plagiarized,1.0,1
s377927271.py,0.98,13,Plagiarized,0.98,1
s906559845.py,0.98,16,Plagiarized,0.98,1
s054721332.py,0.98,8,Plagiarized,0.98,1
s285163927.py,0.98,9,Plagiarized,0.98,1
s826447393.py,0.9,12,Plagiarized,0.9,1
s924918826.py,0.9,12,Plagiarized,0.9,1
s450866788.py,0.89,9,Plagiarized,0.89,1
s692240124.py,0.89,10,Plagiarized,0.89,1
s583824356.py,0.89,9,Plagiarized,0.89,1
s859780003.py,0.89,19,Plagiarized,0.89,1
s004631502.py,0.88,14,Plagiarized,0.88,1
s598775910.py,0.88,11,Plagiarized,0.88,1
s808978023.py,0.88,13,Plagiarized,0.88,1
s126255285.py,0.88,19,Plagiarized,0.88,1
s652954442.py,0.88,17,Plagiarized,0.88,1
s601920565.py,0.87,15,Plagiarized,0.87,1
s980919237.py,0.87,8,Plagiarized,0.87,1
s392958668.py,0.87,9,Plagiarized,0.87,1
s499338198.py,0.87,9,Plagiarized,0.87,1
s638988289.py,0.86,13,Plagiarized,0.86,1
s043291755.py,0.86,8,Plagiarized,0.86,1
s105275804.py,0.86,15,Plagiarized,0.86,1
s271645457.py,0.86,15,Plagiarized,0.86,1
s298704483.py,0.86,13,Plagiarized,0.86,1
s494310185.py,0.86,11,Plagiarized,0.86,1
s551921511.py,0.86,14,Plagiarized,0.86,1
s596607365.py,0.86,8,Plagiarized,0.86,1
s655714193.py,0.86,10,Plagiarized,0.86,1
s155046021.py,0.86,18,Plagiarized,0.86,1
s669732265.py,0.86,19,Plagiarized,0.86,1
s174082799.py,0.84,13,Plagiarized,0.84,1
s190583016.py,0.84,17,Plagiarized,0.84,1
s453550831.py,0.84,11,Plagiarized,0.84,1
s124685544.py,0.83,11,Plagiarized,0.83,1
s180841768.py,0.83,12,Plagiarized,0.83,1
s113313457.py,0.83,30,Plagiarized,0.83,1
s617881879.py,0.83,22,Plagiarized,0.83,1
s486223224.py,0.82,10,Plagiarized,0.82,1
s653169748.py,0.82,8,Plagiarized,0.82,1
s243451024.py,0.82,14,Plagiarized,0.82,1
s530019190.py,0.82,8,Plagiarized,0.82,1
s735284981.py,0.82,14,Plagiarized,0.82,1
s175264377.py,0.82,17,Plagiarized,0.82,1
s355902995.py,0.82,8,Plagiarized,0.82,1
s601921963.py,0.82,14,Plagiarized,0.82,1
s334466106.py,0.81,19,Plagiarized,0.81,1
s905324228.py,0.81,13,Plagiarized,0.81,1
s221219547.py,0.81,13,Plagiarized,0.81,1
s103024365.py,0.8,14,Plagiarized,0.8,1
s199613642.py,0.8,12,Plagiarized,0.8,1
s523942626.py,0.8,11,Plagiarized,0.8,1
s557076204.py,0.8,11,Plagiarized,0.8,1
s573298187.py,0.8,16,Plagiarized,0.8,1
s606220837.py,0.8,9,Plagiarized,0.8,1
s692145775.py,0.8,19,Plagiarized,0.8,1
s989245061.py,0.8,13,Plagiarized,0.8,1
s632336957.py,0.79,13,Plagiarized,0.79,1
s777415369.py,0.79,12,Plagiarized,0.79,1
s699780820.py,0.79,17,Plagiarized,0.79,1
s707981767.py,0.79,13,Plagiarized,0.79,1
s195701133.py,0.79,8,Plagiarized,0.79,1
s697825048.py,0.79,10,Plagiarized,0.79,1
s178827852.py,0.79,11,Plagiarized,0.79,1
s316681250.py,0.79,11,Plagiarized,0.79,1
s582941779.py,0.79,11,Plagiarized,0.79,1
s788739764.py,0.79,9,Plagiarized,0.79,1
s313104193.py,0.78,17,Plagiarized,0.78,1
s081260619.py,0.78,8,Plagiarized,0.78,1
s598901886.py,0.78,13,Plagiarized,0.78,1
s004631502_preloaded.py,0.77,15,Plagiarized,0.77,1
s289655813.py,0.77,11,Plagiarized,0.77,1
s945778587.py,0.77,13,Plagiarized,0.77,1
