0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s038525069.py,1.0,9,Plagiarized,1.0,1
s206392495.py,1.0,13,Plagiarized,1.0,1
s368689756.py,1.0,12,Plagiarized,1.0,1
s541063286.py,1.0,9,Plagiarized,1.0,1
s572093484.py,1.0,18,Plagiarized,1.0,1
s591396956.py,1.0,12,Plagiarized,1.0,1
s714574371.py,1.0,12,Plagiarized,1.0,1
s954614666.py,1.0,14,Plagiarized,1.0,1
s101290268.py,0.96,14,Plagiarized,0.96,1
s394317702.py,0.96,14,Plagiarized,0.96,1
s450223311.py,0.95,9,Plagiarized,0.95,1
s749537062.py,0.95,9,Plagiarized,0.95,1
s176636602.py,0.94,14,Plagiarized,0.94,1
s025443127.py,0.94,11,Plagiarized,0.94,1
s202577819.py,0.94,16,Plagiarized,0.94,1
s290006723.py,0.93,13,Plagiarized,0.93,1
s266652323.py,0.93,9,Plagiarized,0.93,1
s490872661.py,0.93,12,Plagiarized,0.93,1
s593623882.py,0.92,15,Plagiarized,0.92,1
s390138215.py,0.92,13,Plagiarized,0.92,1
s736768072.py,0.91,8,Plagiarized,0.91,1
s747785431.py,0.91,9,Plagiarized,0.91,1
s219044764.py,0.89,17,Plagiarized,0.89,1
s706810857.py,0.89,12,Plagiarized,0.89,1
s254678554.py,0.89,11,Plagiarized,0.89,1
s039113703.py,0.86,22,Plagiarized,0.86,1
s065572045.py,0.86,16,Plagiarized,0.86,1
s240752764.py,0.86,27,Plagiarized,0.86,1
s404405345.py,0.85,7,Plagiarized,0.85,1
s935698646.py,0.85,8,Plagiarized,0.85,1
s595362023.py,0.85,27,Plagiarized,0.85,1
s882620811.py,0.85,12,Plagiarized,0.85,1
s862690654.py,0.84,14,Plagiarized,0.84,1
s151516728.py,0.84,11,Plagiarized,0.84,1
s337037435.py,0.84,12,Plagiarized,0.84,1
s838597059.py,0.83,15,Plagiarized,0.83,1
s372877846.py,0.83,18,Plagiarized,0.83,1
s233458529.py,0.83,12,Plagiarized,0.83,1
s264695161.py,0.83,6,Plagiarized,0.83,1
s450961510.py,0.83,14,Plagiarized,0.83,1
s305275084.py,0.83,16,Plagiarized,0.83,1
s546360714.py,0.83,14,Plagiarized,0.83,1
s687826790.py,0.82,12,Plagiarized,0.82,1
s565840390.py,0.82,9,Plagiarized,0.82,1
s856378905.py,0.82,10,Plagiarized,0.82,1
s482298237.py,0.81,16,Plagiarized,0.81,1
s077930380.py,0.81,17,Plagiarized,0.81,1
s611638768.py,0.81,8,Plagiarized,0.81,1
s849257128.py,0.81,9,Plagiarized,0.81,1
s031199707.py,0.8,13,Plagiarized,0.8,1
s377708738.py,0.8,8,Plagiarized,0.8,1
s800932204.py,0.8,13,Plagiarized,0.8,1
s832032917.py,0.8,8,Plagiarized,0.8,1
s518469307.py,0.8,14,Plagiarized,0.8,1
s067484149.py,0.79,13,Plagiarized,0.79,1
s318387861.py,0.79,6,Plagiarized,0.79,1
s630985780.py,0.79,9,Plagiarized,0.79,1
s703506586.py,0.79,10,Plagiarized,0.79,1
s076602649.py,0.79,10,Plagiarized,0.79,1
s811237870.py,0.79,13,Plagiarized,0.79,1
s323871225.py,0.79,17,Plagiarized,0.79,1
s614806672.py,0.79,16,Plagiarized,0.79,1
s704384284.py,0.79,13,Plagiarized,0.79,1
s823643671.py,0.79,7,Plagiarized,0.79,1
s910382090.py,0.79,12,Plagiarized,0.79,1
s753410876.py,0.79,8,Plagiarized,0.79,1
s524605508.py,0.78,10,Plagiarized,0.78,1
s721469782.py,0.78,14,Plagiarized,0.78,1
s319042722.py,0.77,12,Plagiarized,0.77,1
s422764812.py,0.77,10,Plagiarized,0.77,1
s419837466.py,0.77,22,Plagiarized,0.77,1
s012626781.py,0.77,8,Plagiarized,0.77,1
s275722470.py,0.77,8,Plagiarized,0.77,1
s351025545.py,0.77,8,Plagiarized,0.77,1
s580397178.py,0.77,11,Plagiarized,0.77,1
s614658300.py,0.77,8,Plagiarized,0.77,1
s368562133.py,0.77,14,Plagiarized,0.77,1
s240703062.py,0.77,5,Plagiarized,0.77,1
s813987752.py,0.77,6,Plagiarized,0.77,1
s898375455.py,0.77,6,Plagiarized,0.77,1
s153479156.py,0.76,13,Plagiarized,0.76,1
s658406823.py,0.76,12,Plagiarized,0.76,1
s919848701.py,0.76,9,Plagiarized,0.76,1
s188840930.py,0.76,16,Plagiarized,0.76,1
s551789746.py,0.76,19,Plagiarized,0.76,1
s127285923.py,0.76,18,Plagiarized,0.76,1
s920497220.py,0.75,8,Plagiarized,0.75,1
s020729141.py,0.75,12,Plagiarized,0.75,1
s233939827.py,0.75,8,Plagiarized,0.75,1
s363235665.py,0.75,12,Plagiarized,0.75,1
s449051595.py,0.75,9,Plagiarized,0.75,1
s278877712.py,0.75,11,Plagiarized,0.75,1
s527565960.py,0.75,13,Plagiarized,0.75,1
s946222912.py,0.75,14,Plagiarized,0.75,1
s185407554.py,0.74,14,Plagiarized,0.74,1
s026187264_redundant.py,0.74,16,Plagiarized,0.74,1
s318513943.py,0.74,14,Plagiarized,0.74,1
s634445323.py,0.73,8,Potentially Plagiarized,0.7799999999999999,1
s728182971.py,0.73,10,Potentially Plagiarized,0.7799999999999999,1
s026187264_forLoop.py,0.73,15,Potentially Plagiarized,0.7799999999999999,1
s026187264_manualMean.py,0.73,15,Potentially Plagiarized,0.7799999999999999,1
s254304123.py,0.73,12,Potentially Plagiarized,0.7799999999999999,1
s404695599.py,0.73,12,Potentially Plagiarized,0.7799999999999999,1
s623472575.py,0.73,8,Potentially Plagiarized,0.7799999999999999,1
s832716146.py,0.73,10,Potentially Plagiarized,0.7799999999999999,1
s254442229.py,0.72,14,Potentially Plagiarized,0.7699999999999999,1
s657546947.py,0.72,12,Potentially Plagiarized,0.7699999999999999,1
s095091093.py,0.72,5,Potentially Plagiarized,0.7699999999999999,1
s647629155.py,0.72,5,Potentially Plagiarized,0.7699999999999999,1
s775970938.py,0.72,23,Potentially Plagiarized,0.7699999999999999,1
s056491476.py,0.71,8,Potentially Plagiarized,0.7599999999999999,1
s737717260.py,0.71,9,Potentially Plagiarized,0.7599999999999999,1
s744577135.py,0.71,11,Potentially Plagiarized,0.7599999999999999,1
s032488557.py,0.71,15,Potentially Plagiarized,0.7599999999999999,1
s435626308.py,0.7,11,Potentially Plagiarized,0.7499999999999999,1
s886955040.py,0.7,12,Potentially Plagiarized,0.7499999999999999,1
