0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s073745819.py,1.0,6,Plagiarized,1.0,1
s121712902.py,1.0,3,Plagiarized,1.0,1
s223100404.py,1.0,3,Plagiarized,1.0,1
s447931113.py,1.0,9,Plagiarized,1.0,1
s463289787.py,1.0,4,Plagiarized,1.0,1
s518677520.py,1.0,7,Plagiarized,1.0,1
s585769527.py,1.0,9,Plagiarized,1.0,1
s764981278.py,1.0,10,Plagiarized,1.0,1
s128527733.py,1.0,11,Plagiarized,1.0,1
s775629291.py,1.0,10,Plagiarized,1.0,1
s897208738.py,1.0,8,Plagiarized,1.0,1
s941307326.py,1.0,4,Plagiarized,1.0,1
s992253438.py,1.0,4,Plagiarized,1.0,1
s122313074.py,0.89,10,Plagiarized,0.89,1
s067179633.py,0.86,10,Plagiarized,0.86,1
s264715859.py,0.86,6,Plagiarized,0.86,1
s974411430.py,0.86,11,Plagiarized,0.86,1
s773747024.py,0.85,16,Plagiarized,0.85,1
s791450275.py,0.85,14,Plagiarized,0.85,1
s235278044.py,0.84,9,Plagiarized,0.84,1
s523735684.py,0.84,7,Plagiarized,0.84,1
s171532676.py,0.83,12,Plagiarized,0.83,1
s223765747.py,0.83,14,Plagiarized,0.83,1
s050811325.py,0.81,9,Plagiarized,0.81,1
s472795657.py,0.81,7,Plagiarized,0.81,1
s892538270.py,0.81,15,Plagiarized,0.81,1
plag1.py,0.8,10,Plagiarized,0.8,1
s344079452.py,0.79,13,Potentially Plagiarized,0.9,1
s800806644.py,0.79,13,Potentially Plagiarized,0.9,1
s839177956.py,0.79,13,Potentially Plagiarized,0.9,1
s047485640.py,0.79,8,Potentially Plagiarized,0.9,1
s917204801.py,0.79,6,Potentially Plagiarized,0.9,1
s852821682.py,0.79,9,Potentially Plagiarized,0.9,1
s406210862.py,0.78,19,Potentially Plagiarized,0.89,1
s432582243.py,0.78,10,Potentially Plagiarized,0.89,1
s452961179.py,0.78,10,Potentially Plagiarized,0.89,1
s517912548.py,0.77,12,Potentially Plagiarized,0.88,1
s995314139.py,0.77,15,Potentially Plagiarized,0.88,1
s195586851.py,0.76,12,Potentially Plagiarized,0.87,1
s389161408.py,0.76,10,Potentially Plagiarized,0.87,1
s012630284.py,0.76,15,Potentially Plagiarized,0.87,1
s744204225.py,0.76,12,Potentially Plagiarized,0.87,1
s011438182.py,0.75,17,Potentially Plagiarized,0.86,1
s011438182_parametrized.py,0.75,17,Potentially Plagiarized,0.86,1
s228000865.py,0.75,10,Potentially Plagiarized,0.86,1
s327380837.py,0.75,11,Potentially Plagiarized,0.86,1
s599763214.py,0.75,10,Potentially Plagiarized,0.86,1
s387275865.py,0.74,14,Potentially Plagiarized,0.85,1
s556571139.py,0.74,9,Potentially Plagiarized,0.85,1
s821704379.py,0.74,9,Potentially Plagiarized,0.85,1
s220709483.py,0.74,7,Potentially Plagiarized,0.85,1
s436456051.py,0.74,9,Potentially Plagiarized,0.85,1
s701683852.py,0.74,10,Potentially Plagiarized,0.85,1
s267768535.py,0.73,6,Potentially Plagiarized,0.84,1
s607443886.py,0.73,4,Potentially Plagiarized,0.84,1
s028205311.py,0.73,14,Potentially Plagiarized,0.84,1
s109340462.py,0.73,9,Potentially Plagiarized,0.84,1
s510581922.py,0.73,8,Potentially Plagiarized,0.84,1
s531104983.py,0.73,9,Potentially Plagiarized,0.84,1
s690678122.py,0.73,15,Potentially Plagiarized,0.84,1
s754096681.py,0.72,3,Potentially Plagiarized,0.83,1
s976995550.py,0.72,8,Potentially Plagiarized,0.83,1
