0,1,2,Category,Adjusted_Max_Similarity_Score,Status
plag2.py,1.0,5,Plagiarized,1.0,1
s009541048.py,1.0,6,Plagiarized,1.0,1
s014357745.py,1.0,6,Plagiarized,1.0,1
s045118023.py,1.0,11,Plagiarized,1.0,1
s053954279.py,1.0,19,Plagiarized,1.0,1
s054781564.py,1.0,11,Plagiarized,1.0,1
s071783746.py,1.0,10,Plagiarized,1.0,1
s080434824.py,1.0,18,Plagiarized,1.0,1
s094230700.py,1.0,11,Plagiarized,1.0,1
s106768136.py,1.0,10,Plagiarized,1.0,1
s109541859.py,1.0,10,Plagiarized,1.0,1
s110569406.py,1.0,16,Plagiarized,1.0,1
s122679409.py,1.0,13,Plagiarized,1.0,1
s129623445.py,1.0,14,Plagiarized,1.0,1
s135015840.py,1.0,9,Plagiarized,1.0,1
s154913404.py,1.0,10,Plagiarized,1.0,1
s173968190.py,1.0,14,Plagiarized,1.0,1
s187305732.py,1.0,15,Plagiarized,1.0,1
s231673717.py,1.0,9,Plagiarized,1.0,1
s235276751.py,1.0,11,Plagiarized,1.0,1
s235981451.py,1.0,16,Plagiarized,1.0,1
s258495026.py,1.0,10,Plagiarized,1.0,1
s263575935.py,1.0,10,Plagiarized,1.0,1
s270335358.py,1.0,9,Plagiarized,1.0,1
s270910008.py,1.0,7,Plagiarized,1.0,1
s300725815.py,1.0,9,Plagiarized,1.0,1
s307163229.py,1.0,17,Plagiarized,1.0,1
s310799103.py,1.0,12,Plagiarized,1.0,1
s311222343.py,1.0,13,Plagiarized,1.0,1
s336077781.py,1.0,12,Plagiarized,1.0,1
s338903611.py,1.0,11,Plagiarized,1.0,1
s342045610.py,1.0,10,Plagiarized,1.0,1
s373482511.py,1.0,6,Plagiarized,1.0,1
s393710086.py,1.0,7,Plagiarized,1.0,1
s414570781.py,1.0,13,Plagiarized,1.0,1
s416776429.py,1.0,11,Plagiarized,1.0,1
s444875514.py,1.0,14,Plagiarized,1.0,1
s445557366.py,1.0,11,Plagiarized,1.0,1
s502198244.py,1.0,12,Plagiarized,1.0,1
s533265353.py,1.0,14,Plagiarized,1.0,1
s555648662.py,1.0,14,Plagiarized,1.0,1
s580734393.py,1.0,6,Plagiarized,1.0,1
s584392095.py,1.0,12,Plagiarized,1.0,1
s609377403.py,1.0,5,Plagiarized,1.0,1
s632194624.py,1.0,7,Plagiarized,1.0,1
s633448374.py,1.0,12,Plagiarized,1.0,1
s634733904.py,1.0,10,Plagiarized,1.0,1
s655470989.py,1.0,6,Plagiarized,1.0,1
s659561486.py,1.0,13,Plagiarized,1.0,1
s668614159.py,1.0,13,Plagiarized,1.0,1
s729831048.py,1.0,11,Plagiarized,1.0,1
s741495212.py,1.0,11,Plagiarized,1.0,1
s773763538.py,1.0,12,Plagiarized,1.0,1
s777411980.py,1.0,6,Plagiarized,1.0,1
s136822432.py,1.0,18,Plagiarized,1.0,1
s826987312.py,1.0,13,Plagiarized,1.0,1
s837162963.py,1.0,10,Plagiarized,1.0,1
s839149158.py,1.0,10,Plagiarized,1.0,1
s848338307.py,1.0,12,Plagiarized,1.0,1
s864840393.py,1.0,13,Plagiarized,1.0,1
s882961536.py,1.0,12,Plagiarized,1.0,1
s888376458.py,1.0,13,Plagiarized,1.0,1
s973299475.py,1.0,19,Plagiarized,1.0,1
s973930185.py,1.0,13,Plagiarized,1.0,1
s976676474.py,1.0,9,Plagiarized,1.0,1
s986437629.py,1.0,10,Plagiarized,1.0,1
s995194539.py,1.0,11,Plagiarized,1.0,1
s820074164.py,1.0,12,Plagiarized,1.0,1
s019855344.py,0.98,12,Potentially Plagiarized,1.0933333333333333,1
s522096114.py,0.95,15,Potentially Plagiarized,1.0633333333333332,1
s690879925.py,0.95,18,Potentially Plagiarized,1.0633333333333332,1
s027387613.py,0.93,18,Potentially Plagiarized,1.0433333333333334,1
s853066752.py,0.93,14,Potentially Plagiarized,1.0433333333333334,1
s854365423.py,0.93,19,Potentially Plagiarized,1.0433333333333334,1
s654966343.py,0.93,5,Potentially Plagiarized,1.0433333333333334,1
s046702859.py,0.92,9,Potentially Plagiarized,1.0333333333333334,1
s461965414.py,0.92,13,Potentially Plagiarized,1.0333333333333334,1
s349752578.py,0.92,15,Potentially Plagiarized,1.0333333333333334,1
s257686864.py,0.91,10,Potentially Plagiarized,1.0233333333333334,1
s867207969.py,0.91,13,Potentially Plagiarized,1.0233333333333334,1
s422934099.py,0.91,10,Potentially Plagiarized,1.0233333333333334,1
s744057472.py,0.9,8,Potentially Plagiarized,1.0133333333333334,1
s111891429.py,0.89,14,Potentially Plagiarized,1.0033333333333334,1
s729785134.py,0.89,17,Potentially Plagiarized,1.0033333333333334,1
s900479478.py,0.89,5,Potentially Plagiarized,1.0033333333333334,1
s318626764.py,0.89,9,Potentially Plagiarized,1.0033333333333334,1
s505938254.py,0.89,8,Potentially Plagiarized,1.0033333333333334,1
s595261838.py,0.89,5,Potentially Plagiarized,1.0033333333333334,1
s554700215.py,0.89,16,Potentially Plagiarized,1.0033333333333334,1
