0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s118440142.py,1.0,25,Plagiarized,1.0,1
s132441098.py,1.0,38,Plagiarized,1.0,1
s536912191.py,1.0,22,Plagiarized,1.0,1
s841087649.py,1.0,23,Plagiarized,1.0,1
s846122185.py,1.0,21,Plagiarized,1.0,1
s877247151.py,1.0,14,Plagiarized,1.0,1
s978942706.py,1.0,38,Plagiarized,1.0,1
s176443076.py,1.0,19,Plagiarized,1.0,1
s600198006.py,0.94,66,Plagiarized,0.94,1
s761365775.py,0.94,59,Plagiarized,0.94,1
s368986207.py,0.93,32,Plagiarized,0.93,1
s688481728.py,0.93,32,Plagiarized,0.93,1
s449286446.py,0.92,14,Plagiarized,0.92,1
s168375038.py,0.91,27,Plagiarized,0.91,1
s392645502.py,0.91,27,Plagiarized,0.91,1
s905974520.py,0.89,13,Plagiarized,0.89,1
s347346329.py,0.89,27,Plagiarized,0.89,1
s624254632.py,0.89,30,Plagiarized,0.89,1
s627541774.py,0.89,20,Plagiarized,0.89,1
s080590235.py,0.88,45,Plagiarized,0.88,1
s676009718.py,0.88,47,Plagiarized,0.88,1
s251489802.py,0.86,71,Plagiarized,0.86,1
s335790300.py,0.86,65,Plagiarized,0.86,1
s191972692.py,0.83,51,Plagiarized,0.83,1
s881895845.py,0.83,52,Plagiarized,0.83,1
s167883222.py,0.82,47,Plagiarized,0.82,1
s229316156.py,0.82,37,Plagiarized,0.82,1
s038736236.py,0.8,31,Plagiarized,0.8,1
s478251947.py,0.8,35,Plagiarized,0.8,1
s500722222.py,0.8,31,Plagiarized,0.8,1
s531693119.py,0.8,31,Plagiarized,0.8,1
s508287252.py,0.77,19,Plagiarized,0.77,1
s502401263.py,0.76,24,Plagiarized,0.76,1
s964241830.py,0.76,25,Plagiarized,0.76,1
s573714439.py,0.76,33,Plagiarized,0.76,1
s758286642.py,0.76,27,Plagiarized,0.76,1
s690476811.py,0.76,24,Plagiarized,0.76,1
s837506304.py,0.76,20,Plagiarized,0.76,1
s453678351.py,0.74,39,Plagiarized,0.74,1
s823131326.py,0.74,28,Plagiarized,0.74,1
s517585685.py,0.73,34,Plagiarized,0.73,1
s678044157.py,0.73,62,Plagiarized,0.73,1
s559364614.py,0.71,37,Plagiarized,0.71,1
s319192019.py,0.69,25,Plagiarized,0.69,1
s388549970.py,0.69,27,Plagiarized,0.69,1
s971236963.py,0.69,31,Plagiarized,0.69,1
s659365534.py,0.68,51,Plagiarized,0.68,1
s917086203.py,0.68,41,Plagiarized,0.68,1
s863110627.py,0.68,32,Plagiarized,0.68,1
s830992803.py,0.68,17,Plagiarized,0.68,1
s022068243.py,0.67,31,Plagiarized,0.67,1
s533617556.py,0.67,30,Plagiarized,0.67,1
s916170078.py,0.67,24,Plagiarized,0.67,1
s859757220.py,0.67,29,Plagiarized,0.67,1
s011537926.py,0.67,32,Plagiarized,0.67,1
s407262334.py,0.67,11,Plagiarized,0.67,1
s241956207.py,0.67,22,Plagiarized,0.67,1
s343690905.py,0.67,36,Plagiarized,0.67,1
s728377923.py,0.66,31,Plagiarized,0.66,1
s318521388.py,0.66,33,Plagiarized,0.66,1
s073945949.py,0.66,27,Plagiarized,0.66,1
s635277793.py,0.66,34,Plagiarized,0.66,1
s448187288.py,0.65,24,Plagiarized,0.65,1
s521199493.py,0.65,44,Plagiarized,0.65,1
s824703209.py,0.65,62,Plagiarized,0.65,1
s447069054.py,0.65,32,Plagiarized,0.65,1
s759474978.py,0.65,33,Plagiarized,0.65,1
s686110924.py,0.65,25,Plagiarized,0.65,1
s248562025.py,0.65,39,Plagiarized,0.65,1
s312463780.py,0.64,40,Plagiarized,0.64,1
s332392205.py,0.64,39,Plagiarized,0.64,1
s695847921.py,0.64,51,Plagiarized,0.64,1
s692621402.py,0.64,35,Plagiarized,0.64,1
s825619938.py,0.64,51,Plagiarized,0.64,1
s622713082.py,0.63,36,Plagiarized,0.63,1
s119974412.py,0.62,41,Plagiarized,0.62,1
s855167535.py,0.62,24,Plagiarized,0.62,1
s016773980.py,0.62,65,Plagiarized,0.62,1
s507657584.py,0.61,36,Plagiarized,0.61,1
s324604112.py,0.61,38,Plagiarized,0.61,1
s768696650.py,0.61,19,Plagiarized,0.61,1
s461690980.py,0.6,33,Plagiarized,0.6,1
s011224374.py,0.59,39,Plagiarized,0.59,1
plag1.py,0.59,63,Plagiarized,0.59,1
s072101211.py,0.59,25,Plagiarized,0.59,1
s050851610.py,0.59,45,Plagiarized,0.59,1
s728323306.py,0.59,65,Plagiarized,0.59,1
s117049918.py,0.59,34,Plagiarized,0.59,1
s487107663.py,0.58,38,Potentially Plagiarized,0.6133333333333333,1
s781993492.py,0.58,33,Potentially Plagiarized,0.6133333333333333,1
s685484406.py,0.58,32,Potentially Plagiarized,0.6133333333333333,1
s427689687.py,0.58,28,Potentially Plagiarized,0.6133333333333333,1
s785603725.py,0.58,41,Potentially Plagiarized,0.6133333333333333,1
s588110921.py,0.58,22,Potentially Plagiarized,0.6133333333333333,1
s408168695.py,0.57,38,Potentially Plagiarized,0.6033333333333333,1
s530357112.py,0.57,35,Potentially Plagiarized,0.6033333333333333,1
s645229775.py,0.57,32,Potentially Plagiarized,0.6033333333333333,1
s819688561.py,0.57,33,Potentially Plagiarized,0.6033333333333333,1
s522710589.py,0.57,39,Potentially Plagiarized,0.6033333333333333,1
s905976896.py,0.57,32,Potentially Plagiarized,0.6033333333333333,1
s261603203.py,0.57,64,Potentially Plagiarized,0.6033333333333333,1
s734464350.py,0.56,55,Potentially Plagiarized,0.5933333333333334,1
s555345774.py,0.56,38,Potentially Plagiarized,0.5933333333333334,1
s289622550.py,0.56,39,Potentially Plagiarized,0.5933333333333334,1
s320998287.py,0.56,37,Potentially Plagiarized,0.5933333333333334,1
s460830572.py,0.56,37,Potentially Plagiarized,0.5933333333333334,1
s545864217.py,0.56,30,Potentially Plagiarized,0.5933333333333334,1
s287056743.py,0.56,25,Potentially Plagiarized,0.5933333333333334,1
s181860525.py,0.56,41,Potentially Plagiarized,0.5933333333333334,1
s647965206.py,0.56,48,Potentially Plagiarized,0.5933333333333334,1
s658822519.py,0.56,43,Potentially Plagiarized,0.5933333333333334,1
s918683415.py,0.55,57,Potentially Plagiarized,0.5833333333333334,0
s941738702.py,0.55,41,Potentially Plagiarized,0.5833333333333334,0
s205052741.py,0.55,42,Potentially Plagiarized,0.5833333333333334,0
s775073974.py,0.55,48,Potentially Plagiarized,0.5833333333333334,0
s293260163.py,0.55,32,Potentially Plagiarized,0.5833333333333334,0
s718775080.py,0.55,36,Potentially Plagiarized,0.5833333333333334,0
s538161411.py,0.55,29,Potentially Plagiarized,0.5833333333333334,0
s672343612.py,0.55,26,Potentially Plagiarized,0.5833333333333334,0
s999096042.py,0.55,34,Potentially Plagiarized,0.5833333333333334,0
s344388055.py,0.55,41,Potentially Plagiarized,0.5833333333333334,0
s022447648.py,0.54,41,Potentially Plagiarized,0.5733333333333334,0
s032793849.py,0.54,35,Potentially Plagiarized,0.5733333333333334,0
plag3.py,0.54,49,Potentially Plagiarized,0.5733333333333334,0
s290254634.py,0.54,44,Potentially Plagiarized,0.5733333333333334,0
s197152575.py,0.54,38,Potentially Plagiarized,0.5733333333333334,0
s797506702.py,0.54,44,Potentially Plagiarized,0.5733333333333334,0
s270630326.py,0.54,44,Potentially Plagiarized,0.5733333333333334,0
s101751773.py,0.53,33,Potentially Suspicious,0.5900000000000001,1
s648486426.py,0.53,33,Potentially Suspicious,0.5900000000000001,1
s932352461.py,0.53,39,Potentially Suspicious,0.5900000000000001,1
s584045275.py,0.53,38,Potentially Suspicious,0.5900000000000001,1
s405917224.py,0.53,24,Potentially Suspicious,0.5900000000000001,1
s343917119.py,0.53,81,Potentially Suspicious,0.5900000000000001,1
s643312278.py,0.53,44,Potentially Suspicious,0.5900000000000001,1
s492350108.py,0.53,41,Potentially Suspicious,0.5900000000000001,1
s043474791.py,0.53,55,Potentially Suspicious,0.5900000000000001,1
s048153361.py,0.53,30,Potentially Suspicious,0.5900000000000001,1
s506336957.py,0.52,26,Potentially Suspicious,0.5800000000000001,0
s976892514.py,0.52,34,Potentially Suspicious,0.5800000000000001,0
s556694860.py,0.52,46,Potentially Suspicious,0.5800000000000001,0
s825815338.py,0.52,36,Potentially Suspicious,0.5800000000000001,0
s163220162.py,0.52,61,Potentially Suspicious,0.5800000000000001,0
s720568327.py,0.51,45,Potentially Suspicious,0.5700000000000001,0
s222582874.py,0.51,40,Potentially Suspicious,0.5700000000000001,0
s738211214.py,0.51,50,Potentially Suspicious,0.5700000000000001,0
s550601774.py,0.51,31,Potentially Suspicious,0.5700000000000001,0
s095042001.py,0.5,43,Potentially Suspicious,0.56,0
s266148450.py,0.5,29,Potentially Suspicious,0.56,0
s521190169.py,0.5,43,Potentially Suspicious,0.56,0
s843366925.py,0.5,51,Potentially Suspicious,0.56,0
s424216057.py,0.5,27,Potentially Suspicious,0.56,0
s159607461.py,0.5,52,Potentially Suspicious,0.56,0
s516602721.py,0.5,42,Potentially Suspicious,0.56,0
s706480408.py,0.5,45,Potentially Suspicious,0.56,0
s672776898.py,0.5,27,Potentially Suspicious,0.56,0
s930946854.py,0.49,24,Potentially Suspicious,0.55,0
s893178300.py,0.49,54,Potentially Suspicious,0.55,0
s421497204.py,0.49,35,Potentially Suspicious,0.55,0
s822170248.py,0.48,62,Potentially Suspicious,0.54,0
