0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s029975343.py,1.0,6,Plagiarized,1.0,1
s131253536.py,1.0,13,Plagiarized,1.0,1
s164527126.py,1.0,8,Plagiarized,1.0,1
s217786554.py,1.0,8,Plagiarized,1.0,1
s255483542.py,1.0,9,Plagiarized,1.0,1
s468201416.py,1.0,9,Plagiarized,1.0,1
s536132881.py,1.0,9,Plagiarized,1.0,1
s568127956.py,1.0,12,Plagiarized,1.0,1
s682310372.py,1.0,11,Plagiarized,1.0,1
s685482373.py,1.0,11,Plagiarized,1.0,1
s766606298.py,1.0,10,Plagiarized,1.0,1
s835389106.py,1.0,8,Plagiarized,1.0,1
s842211989.py,1.0,17,Plagiarized,1.0,1
s843371834.py,1.0,6,Plagiarized,1.0,1
s937591524.py,1.0,13,Plagiarized,1.0,1
s988516418.py,1.0,8,Plagiarized,1.0,1
s997613062.py,1.0,7,Plagiarized,1.0,1
s321748253.py,0.9,10,Plagiarized,0.9,1
s472884644.py,0.85,11,Plagiarized,0.85,1
s865262506.py,0.85,10,Plagiarized,0.85,1
s746155971.py,0.82,5,Plagiarized,0.82,1
s110088772.py,0.81,10,Plagiarized,0.81,1
s687397501.py,0.81,9,Plagiarized,0.81,1
s403356048.py,0.81,10,Plagiarized,0.81,1
s668080193.py,0.81,12,Plagiarized,0.81,1
s876768704.py,0.81,24,Plagiarized,0.81,1
s997699468.py,0.81,25,Plagiarized,0.81,1
s405950050.py,0.8,6,Plagiarized,0.8,1
s624301893.py,0.8,13,Plagiarized,0.8,1
s637692391.py,0.8,5,Plagiarized,0.8,1
s846304292.py,0.8,9,Plagiarized,0.8,1
s576340057.py,0.79,12,Plagiarized,0.79,1
s374229940.py,0.78,26,Plagiarized,0.78,1
s890707742.py,0.78,41,Plagiarized,0.78,1
s564646890.py,0.78,7,Plagiarized,0.78,1
s599793905.py,0.76,11,Plagiarized,0.76,1
s641396739.py,0.76,13,Plagiarized,0.76,1
s161600081.py,0.76,9,Plagiarized,0.76,1
s941214194.py,0.76,10,Plagiarized,0.76,1
s228179050.py,0.74,15,Plagiarized,0.74,1
s380227574.py,0.74,7,Plagiarized,0.74,1
s450201579.py,0.74,13,Plagiarized,0.74,1
s511496445.py,0.74,5,Plagiarized,0.74,1
s900418058.py,0.74,10,Plagiarized,0.74,1
s056919492.py,0.74,11,Plagiarized,0.74,1
s728374319.py,0.74,14,Plagiarized,0.74,1
s130099762.py,0.74,17,Plagiarized,0.74,1
s748949217.py,0.74,15,Plagiarized,0.74,1
s417901292.py,0.73,22,Plagiarized,0.73,1
s493723140.py,0.73,19,Plagiarized,0.73,1
plag1.py,0.73,15,Plagiarized,0.73,1
s012945196.py,0.73,16,Plagiarized,0.73,1
s853683910.py,0.73,22,Plagiarized,0.73,1
s191832881.py,0.72,10,Potentially Plagiarized,0.8533333333333333,1
s260669724.py,0.72,15,Potentially Plagiarized,0.8533333333333333,1
s010998721.py,0.71,35,Potentially Plagiarized,0.8433333333333333,1
s271426168.py,0.71,24,Potentially Plagiarized,0.8433333333333333,1
s558239249.py,0.71,8,Potentially Plagiarized,0.8433333333333333,1
s771503261.py,0.71,10,Potentially Plagiarized,0.8433333333333333,1
s216407692.py,0.71,8,Potentially Plagiarized,0.8433333333333333,1
s322521213.py,0.7,8,Potentially Plagiarized,0.8333333333333333,1
s387210683.py,0.7,25,Potentially Plagiarized,0.8333333333333333,1
s629892550.py,0.7,5,Potentially Plagiarized,0.8333333333333333,1
s874326164.py,0.7,9,Potentially Plagiarized,0.8333333333333333,1
s934388036.py,0.7,5,Potentially Plagiarized,0.8333333333333333,1
s956116549.py,0.7,15,Potentially Plagiarized,0.8333333333333333,1
s933788370.py,0.7,12,Potentially Plagiarized,0.8333333333333333,1
s511070555.py,0.69,17,Potentially Plagiarized,0.8233333333333333,1
s719428930.py,0.69,14,Potentially Plagiarized,0.8233333333333333,1
s469878071.py,0.69,16,Potentially Plagiarized,0.8233333333333333,1
s597002071.py,0.69,13,Potentially Plagiarized,0.8233333333333333,1
s638542410.py,0.68,9,Potentially Plagiarized,0.8133333333333334,1
s686974468.py,0.68,15,Potentially Plagiarized,0.8133333333333334,1
s007256810.py,0.67,9,Potentially Plagiarized,0.8033333333333333,1
s211241687.py,0.67,12,Potentially Plagiarized,0.8033333333333333,1
s227929757.py,0.67,13,Potentially Plagiarized,0.8033333333333333,1
s295068509.py,0.67,13,Potentially Plagiarized,0.8033333333333333,1
s382357894.py,0.67,10,Potentially Plagiarized,0.8033333333333333,1
s467944289.py,0.67,14,Potentially Plagiarized,0.8033333333333333,1
s748900577.py,0.67,16,Potentially Plagiarized,0.8033333333333333,1
s764138096.py,0.67,17,Potentially Plagiarized,0.8033333333333333,1
s880466830.py,0.67,4,Potentially Plagiarized,0.8033333333333333,1
s903242634.py,0.67,16,Potentially Plagiarized,0.8033333333333333,1
s997406183.py,0.66,13,Potentially Plagiarized,0.7933333333333333,1
s476362414.py,0.65,13,Potentially Plagiarized,0.7833333333333333,1
s206214021.py,0.65,14,Potentially Plagiarized,0.7833333333333333,1
s434690429.py,0.65,14,Potentially Plagiarized,0.7833333333333333,1
s820501929.py,0.65,15,Potentially Plagiarized,0.7833333333333333,1
s286884109.py,0.65,12,Potentially Plagiarized,0.7833333333333333,1
s735453835.py,0.65,14,Potentially Plagiarized,0.7833333333333333,1
