0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s450199756.py,1.0,29,Plagiarized,1.0,1
s654243509.py,1.0,30,Plagiarized,1.0,1
s725445232.py,1.0,19,Plagiarized,1.0,1
s758744762.py,1.0,24,Plagiarized,1.0,1
s762457312.py,1.0,17,Plagiarized,1.0,1
s939957741.py,1.0,32,Plagiarized,1.0,1
s230452254.py,0.95,22,Plagiarized,0.95,1
s362594363.py,0.95,55,Plagiarized,0.95,1
s934877358.py,0.95,63,Plagiarized,0.95,1
s385488478.py,0.94,25,Plagiarized,0.94,1
s399768397.py,0.94,11,Plagiarized,0.94,1
s340802329.py,0.94,54,Plagiarized,0.94,1
s376624948.py,0.93,19,Plagiarized,0.93,1
s014484204.py,0.92,21,Plagiarized,0.92,1
s531810961.py,0.92,23,Plagiarized,0.92,1
s132881107.py,0.92,36,Plagiarized,0.92,1
s265233045.py,0.92,32,Plagiarized,0.92,1
s305270678.py,0.91,23,Plagiarized,0.91,1
s534455630.py,0.9,32,Plagiarized,0.9,1
s668673102.py,0.9,38,Plagiarized,0.9,1
s370283119.py,0.9,27,Plagiarized,0.9,1
s661153221.py,0.9,26,Plagiarized,0.9,1
s115300958.py,0.9,16,Plagiarized,0.9,1
s602227985.py,0.9,19,Plagiarized,0.9,1
s003131961.py,0.89,25,Plagiarized,0.89,1
s460354032.py,0.89,30,Plagiarized,0.89,1
s243675541.py,0.89,32,Plagiarized,0.89,1
s088875417.py,0.89,21,Plagiarized,0.89,1
s167858225.py,0.89,31,Plagiarized,0.89,1
s272673233.py,0.89,23,Plagiarized,0.89,1
s983827851.py,0.89,34,Plagiarized,0.89,1
s349450722.py,0.88,33,Plagiarized,0.88,1
s865399086.py,0.88,31,Plagiarized,0.88,1
s498109744.py,0.86,22,Plagiarized,0.86,1
s569778337.py,0.86,40,Plagiarized,0.86,1
s797441089.py,0.86,37,Plagiarized,0.86,1
s014484204_renaming.py,0.86,24,Plagiarized,0.86,1
s408425370.py,0.85,25,Potentially Plagiarized,0.9633333333333334,1
s804135201.py,0.85,31,Potentially Plagiarized,0.9633333333333334,1
s920133133.py,0.84,17,Potentially Plagiarized,0.9533333333333334,1
s133698127.py,0.84,30,Potentially Plagiarized,0.9533333333333334,1
s369069530.py,0.84,35,Potentially Plagiarized,0.9533333333333334,1
s529592543.py,0.84,38,Potentially Plagiarized,0.9533333333333334,1
s918773311.py,0.84,27,Potentially Plagiarized,0.9533333333333334,1
s345350936.py,0.83,23,Potentially Plagiarized,0.9433333333333334,1
s123677970.py,0.83,21,Potentially Plagiarized,0.9433333333333334,1
s085945925.py,0.82,24,Potentially Plagiarized,0.9333333333333333,1
s933031757.py,0.81,56,Potentially Plagiarized,0.9233333333333335,1
s249320452.py,0.8,28,Potentially Plagiarized,0.9133333333333334,1
s729222539.py,0.8,29,Potentially Plagiarized,0.9133333333333334,1
s419781054.py,0.8,19,Potentially Plagiarized,0.9133333333333334,1
s056868194.py,0.8,24,Potentially Plagiarized,0.9133333333333334,1
s259149993.py,0.8,25,Potentially Plagiarized,0.9133333333333334,1
s072492800.py,0.77,20,Potentially Plagiarized,0.8833333333333334,1
s909978046.py,0.77,27,Potentially Plagiarized,0.8833333333333334,1
s292601071.py,0.77,32,Potentially Plagiarized,0.8833333333333334,1
s107895679.py,0.77,20,Potentially Plagiarized,0.8833333333333334,1
s156167049.py,0.77,22,Potentially Plagiarized,0.8833333333333334,1
s626043678.py,0.76,30,Potentially Plagiarized,0.8733333333333334,1
s481726295.py,0.76,18,Potentially Plagiarized,0.8733333333333334,1
s735388045.py,0.76,22,Potentially Plagiarized,0.8733333333333334,1
s214412907.py,0.75,19,Potentially Plagiarized,0.8633333333333334,1
