0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s038657848.py,1.0,22,Plagiarized,1.0,1
s134150728.py,1.0,18,Plagiarized,1.0,1
s220503816.py,1.0,21,Plagiarized,1.0,1
s354406610.py,1.0,20,Plagiarized,1.0,1
s681496684.py,1.0,16,Plagiarized,1.0,1
s809739641.py,1.0,15,Plagiarized,1.0,1
s816856209.py,1.0,15,Plagiarized,1.0,1
s028386341.py,0.97,136,Plagiarized,0.97,1
s172241776.py,0.97,136,Plagiarized,0.97,1
s890949716.py,0.92,20,Plagiarized,0.92,1
s910817329.py,0.92,20,Plagiarized,0.92,1
s499800665.py,0.91,136,Plagiarized,0.91,1
s675014642.py,0.91,134,Plagiarized,0.91,1
s730340487.py,0.91,140,Plagiarized,0.91,1
s785916375.py,0.91,140,Plagiarized,0.91,1
s359583622.py,0.9,21,Plagiarized,0.9,1
s657212608.py,0.9,22,Plagiarized,0.9,1
s673494484.py,0.88,17,Plagiarized,0.88,1
s867779077.py,0.88,17,Plagiarized,0.88,1
s740509038.py,0.86,17,Plagiarized,0.86,1
s277652977.py,0.85,45,Plagiarized,0.85,1
s591908491.py,0.85,48,Plagiarized,0.85,1
s952854436.py,0.85,19,Plagiarized,0.85,1
s370694913.py,0.85,17,Plagiarized,0.85,1
s686231378.py,0.85,17,Plagiarized,0.85,1
s535906472.py,0.84,17,Plagiarized,0.84,1
s992237175.py,0.84,12,Plagiarized,0.84,1
s385592698.py,0.83,22,Plagiarized,0.83,1
s926760623.py,0.83,24,Plagiarized,0.83,1
s937815062.py,0.83,20,Plagiarized,0.83,1
s522251788.py,0.82,15,Plagiarized,0.82,1
s870687982.py,0.82,13,Plagiarized,0.82,1
s693501689.py,0.82,18,Plagiarized,0.82,1
s714981721.py,0.82,18,Plagiarized,0.82,1
s084038139.py,0.82,15,Plagiarized,0.82,1
s681492191.py,0.82,21,Plagiarized,0.82,1
s004719748_deque.py,0.81,20,Plagiarized,0.81,1
s398623238.py,0.8,24,Potentially Plagiarized,0.8533333333333334,1
s024196816.py,0.79,17,Potentially Plagiarized,0.8433333333333334,1
s684245358.py,0.79,21,Potentially Plagiarized,0.8433333333333334,1
s143700542.py,0.78,26,Potentially Plagiarized,0.8333333333333334,1
s712490733.py,0.78,28,Potentially Plagiarized,0.8333333333333334,1
s232619651.py,0.78,15,Potentially Plagiarized,0.8333333333333334,1
s576876420.py,0.78,20,Potentially Plagiarized,0.8333333333333334,1
s637253095.py,0.77,18,Potentially Plagiarized,0.8233333333333334,1
s467568772.py,0.77,16,Potentially Plagiarized,0.8233333333333334,1
s614033492.py,0.77,18,Potentially Plagiarized,0.8233333333333334,1
s997046874.py,0.77,20,Potentially Plagiarized,0.8233333333333334,1
s534465792.py,0.76,16,Potentially Plagiarized,0.8133333333333334,1
s496378596.py,0.75,22,Potentially Plagiarized,0.8033333333333333,0
s768606340.py,0.75,16,Potentially Plagiarized,0.8033333333333333,0
s461670836.py,0.74,30,Potentially Plagiarized,0.7933333333333333,0
s523323888.py,0.74,28,Potentially Plagiarized,0.7933333333333333,0
s113541601.py,0.74,22,Potentially Plagiarized,0.7933333333333333,0
s568343591.py,0.74,27,Potentially Plagiarized,0.7933333333333333,0
s230884377.py,0.74,20,Potentially Plagiarized,0.7933333333333333,0
s504438887.py,0.74,52,Potentially Plagiarized,0.7933333333333333,0
s756346637.py,0.74,53,Potentially Plagiarized,0.7933333333333333,0
s004719748_infiniteLoop.py,0.73,19,Potentially Plagiarized,0.7833333333333333,0
