0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s006335018.py,1.0,7,Plagiarized,1.0,1
s039109797.py,1.0,4,Plagiarized,1.0,1
s046630994.py,1.0,4,Plagiarized,1.0,1
s058135139.py,1.0,7,Plagiarized,1.0,1
s060756144.py,1.0,6,Plagiarized,1.0,1
s074673978.py,1.0,2,Plagiarized,1.0,1
s082356343.py,1.0,10,Plagiarized,1.0,1
s138990915.py,1.0,5,Plagiarized,1.0,1
s147380334.py,1.0,5,Plagiarized,1.0,1
s180204375.py,1.0,3,Plagiarized,1.0,1
s180728926.py,1.0,5,Plagiarized,1.0,1
s189375643.py,1.0,4,Plagiarized,1.0,1
s196065198.py,1.0,7,Plagiarized,1.0,1
s198852295.py,1.0,5,Plagiarized,1.0,1
s199752969.py,1.0,4,Plagiarized,1.0,1
s245805182.py,1.0,4,Plagiarized,1.0,1
s270095114.py,1.0,11,Plagiarized,1.0,1
s286000269.py,1.0,7,Plagiarized,1.0,1
s289407186.py,1.0,5,Plagiarized,1.0,1
s292954119.py,1.0,5,Plagiarized,1.0,1
s316399954.py,1.0,8,Plagiarized,1.0,1
s325687867.py,1.0,7,Plagiarized,1.0,1
s340046564.py,1.0,8,Plagiarized,1.0,1
s341295514.py,1.0,7,Plagiarized,1.0,1
s348787868.py,1.0,7,Plagiarized,1.0,1
s362144102.py,1.0,3,Plagiarized,1.0,1
s369212081.py,1.0,7,Plagiarized,1.0,1
s399644707.py,1.0,4,Plagiarized,1.0,1
s442961617.py,1.0,6,Plagiarized,1.0,1
s452039171.py,1.0,4,Plagiarized,1.0,1
s455901919.py,1.0,3,Plagiarized,1.0,1
s467723560.py,1.0,4,Plagiarized,1.0,1
s479146648.py,1.0,4,Plagiarized,1.0,1
s506682781.py,1.0,6,Plagiarized,1.0,1
s512552277.py,1.0,7,Plagiarized,1.0,1
s517405645.py,1.0,7,Plagiarized,1.0,1
s518218433.py,1.0,4,Plagiarized,1.0,1
s528861856.py,1.0,10,Plagiarized,1.0,1
s528955756.py,1.0,6,Plagiarized,1.0,1
s544104400.py,1.0,3,Plagiarized,1.0,1
s549024506.py,1.0,5,Plagiarized,1.0,1
s584697908.py,1.0,3,Plagiarized,1.0,1
s610524513.py,1.0,6,Plagiarized,1.0,1
s653819402.py,1.0,5,Plagiarized,1.0,1
s654278248.py,1.0,4,Plagiarized,1.0,1
s659471417.py,1.0,3,Plagiarized,1.0,1
s671714493.py,1.0,4,Plagiarized,1.0,1
s724185831.py,1.0,11,Plagiarized,1.0,1
s726034653.py,1.0,9,Plagiarized,1.0,1
s736023093.py,1.0,7,Plagiarized,1.0,1
s741762415.py,1.0,8,Plagiarized,1.0,1
s745957227.py,1.0,4,Plagiarized,1.0,1
s756621848.py,1.0,4,Plagiarized,1.0,1
s760654795.py,1.0,5,Plagiarized,1.0,1
s776517556.py,1.0,5,Plagiarized,1.0,1
s792567138.py,1.0,4,Plagiarized,1.0,1
