0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s004464571.py,1.0,11,Plagiarized,1.0,1
s033899087.py,1.0,14,Plagiarized,1.0,1
s061153065.py,1.0,6,Plagiarized,1.0,1
s064279216.py,1.0,5,Plagiarized,1.0,1
s132908760.py,1.0,8,Plagiarized,1.0,1
s204871313.py,1.0,10,Plagiarized,1.0,1
s224070500.py,1.0,7,Plagiarized,1.0,1
s227274013.py,1.0,6,Plagiarized,1.0,1
s233808069.py,1.0,7,Plagiarized,1.0,1
s245422919.py,1.0,7,Plagiarized,1.0,1
s259392320.py,1.0,5,Plagiarized,1.0,1
s320205399.py,1.0,7,Plagiarized,1.0,1
s321098737.py,1.0,13,Plagiarized,1.0,1
s381591429.py,1.0,6,Plagiarized,1.0,1
s384566338.py,1.0,8,Plagiarized,1.0,1
s390716336.py,1.0,10,Plagiarized,1.0,1
s470192140.py,1.0,6,Plagiarized,1.0,1
s543834168.py,1.0,7,Plagiarized,1.0,1
s576541362.py,1.0,16,Plagiarized,1.0,1
s605144874.py,1.0,9,Plagiarized,1.0,1
s664821642.py,1.0,8,Plagiarized,1.0,1
s292828606.py,1.0,6,Plagiarized,1.0,1
s809532472.py,1.0,8,Plagiarized,1.0,1
s830469256.py,1.0,6,Plagiarized,1.0,1
s902133795.py,1.0,6,Plagiarized,1.0,1
s913399276.py,1.0,6,Plagiarized,1.0,1
s979046535.py,1.0,11,Plagiarized,1.0,1
s996687702.py,1.0,4,Plagiarized,1.0,1
s124026795.py,1.0,7,Plagiarized,1.0,1
s789582379.py,1.0,17,Plagiarized,1.0,1
s050247173.py,0.97,9,Plagiarized,0.97,1
s898044787.py,0.97,9,Plagiarized,0.97,1
s228009889.py,0.96,5,Plagiarized,0.96,1
s467772394.py,0.96,6,Plagiarized,0.96,1
s584472940.py,0.94,7,Plagiarized,0.94,1
s673564274.py,0.94,8,Plagiarized,0.94,1
s171536873.py,0.92,8,Plagiarized,0.92,1
s494736419.py,0.92,9,Plagiarized,0.92,1
s038899034.py,0.88,8,Plagiarized,0.88,1
s146065219.py,0.88,10,Plagiarized,0.88,1
s755521809.py,0.88,8,Plagiarized,0.88,1
s807433821.py,0.88,9,Plagiarized,0.88,1
s944454683.py,0.88,10,Plagiarized,0.88,1
s152050164.py,0.85,11,Plagiarized,0.85,1
s739648151.py,0.85,8,Plagiarized,0.85,1
s273146672.py,0.84,9,Plagiarized,0.84,1
s684544170.py,0.84,8,Plagiarized,0.84,1
s029482534.py,0.83,11,Plagiarized,0.83,1
s708680878.py,0.83,9,Plagiarized,0.83,1
s335175968.py,0.83,11,Plagiarized,0.83,1
s805718238.py,0.82,10,Plagiarized,0.82,1
s433531636.py,0.82,4,Plagiarized,0.82,1
s659798523.py,0.82,4,Plagiarized,0.82,1
s531013677.py,0.81,6,Plagiarized,0.81,1
s777827592.py,0.81,7,Plagiarized,0.81,1
s675890363.py,0.81,9,Plagiarized,0.81,1
s713289782.py,0.81,9,Plagiarized,0.81,1
s775829602.py,0.81,6,Plagiarized,0.81,1
s078544681.py,0.8,8,Plagiarized,0.8,1
s185254838.py,0.8,8,Plagiarized,0.8,1
s207496617.py,0.8,7,Plagiarized,0.8,1
s226075816.py,0.8,7,Plagiarized,0.8,1
s131488716.py,0.8,9,Plagiarized,0.8,1
s346162814.py,0.8,5,Plagiarized,0.8,1
s384965623.py,0.8,9,Plagiarized,0.8,1
s403189519.py,0.8,7,Plagiarized,0.8,1
s505249565.py,0.8,10,Plagiarized,0.8,1
s947630169.py,0.8,6,Plagiarized,0.8,1
s970391000.py,0.8,7,Plagiarized,0.8,1
s720014290.py,0.79,9,Plagiarized,0.79,1
s056653028.py,0.78,9,Plagiarized,0.78,1
s154020289.py,0.78,9,Plagiarized,0.78,1
s655136554.py,0.78,13,Plagiarized,0.78,1
s034954647.py,0.77,11,Plagiarized,0.77,1
s091016671.py,0.77,11,Plagiarized,0.77,1
s123502652.py,0.77,14,Plagiarized,0.77,1
s880347543.py,0.77,7,Plagiarized,0.77,1
s927025437.py,0.77,9,Plagiarized,0.77,1
s055980233.py,0.76,12,Plagiarized,0.76,1
s066334056.py,0.76,7,Plagiarized,0.76,1
s430836164.py,0.76,7,Plagiarized,0.76,1
s708219801.py,0.76,9,Plagiarized,0.76,1
s123684277.py,0.76,9,Plagiarized,0.76,1
s398750705.py,0.76,12,Plagiarized,0.76,1
s480771386.py,0.76,8,Plagiarized,0.76,1
s977546723.py,0.76,12,Plagiarized,0.76,1
s280711743.py,0.75,10,Plagiarized,0.75,1
s852793848.py,0.75,6,Plagiarized,0.75,1
s176682170.py,0.74,8,Plagiarized,0.74,1
s352848076.py,0.74,8,Plagiarized,0.74,1
s280001900.py,0.73,8,Plagiarized,0.73,1
s357360465.py,0.73,10,Plagiarized,0.73,1
s687097191.py,0.73,9,Plagiarized,0.73,1
s269662624.py,0.72,11,Plagiarized,0.72,1
s682815588.py,0.72,9,Plagiarized,0.72,1
s400531494.py,0.72,9,Plagiarized,0.72,1
s980276340.py,0.72,7,Plagiarized,0.72,1
s803977055.py,0.71,11,Plagiarized,0.71,1
s035048369.py,0.71,7,Plagiarized,0.71,1
s416392298.py,0.71,10,Plagiarized,0.71,1
s493044190.py,0.71,12,Plagiarized,0.71,1
s547203063.py,0.71,9,Plagiarized,0.71,1
s916006682.py,0.71,7,Plagiarized,0.71,1
s059598400.py,0.69,7,Plagiarized,0.69,1
s611933449.py,0.69,11,Plagiarized,0.69,1
s023941767.py,0.69,9,Plagiarized,0.69,1
s027835534.py,0.69,13,Plagiarized,0.69,1
s340644129.py,0.69,9,Plagiarized,0.69,1
s928198020.py,0.69,6,Plagiarized,0.69,1
s839165926.py,0.68,7,Plagiarized,0.68,1
s140082725.py,0.67,9,Plagiarized,0.67,1
s210549491.py,0.67,9,Plagiarized,0.67,1
s263913937.py,0.67,10,Plagiarized,0.67,1
s324231030.py,0.67,11,Plagiarized,0.67,1
s381255202.py,0.67,13,Plagiarized,0.67,1
s520394483.py,0.67,12,Plagiarized,0.67,1
s585476536.py,0.67,10,Plagiarized,0.67,1
s631067862.py,0.67,8,Plagiarized,0.67,1
s687953947.py,0.67,11,Plagiarized,0.67,1
s728090383.py,0.67,6,Plagiarized,0.67,1
s872645163.py,0.67,10,Plagiarized,0.67,1
s910513924.py,0.65,9,Plagiarized,0.65,1
s038628409.py,0.65,12,Plagiarized,0.65,1
s700732117.py,0.65,17,Plagiarized,0.65,1
s716750543.py,0.65,12,Plagiarized,0.65,1
s725984971.py,0.65,9,Plagiarized,0.65,1
s966722816.py,0.65,12,Plagiarized,0.65,1
s181088427.py,0.64,7,Plagiarized,0.64,1
s489372348.py,0.64,5,Plagiarized,0.64,1
s653128984.py,0.64,8,Plagiarized,0.64,1
s211825677.py,0.64,15,Plagiarized,0.64,1
s959796985.py,0.64,11,Plagiarized,0.64,1
s147453255.py,0.63,12,Plagiarized,0.63,1
s333473538.py,0.63,13,Plagiarized,0.63,1
s912998047.py,0.63,11,Plagiarized,0.63,1
s900864515.py,0.63,8,Plagiarized,0.63,1
s036974883.py,0.63,7,Plagiarized,0.63,1
s123600097.py,0.63,7,Plagiarized,0.63,1
s156496054.py,0.63,8,Plagiarized,0.63,1
s211688436.py,0.63,12,Plagiarized,0.63,1
s551599752.py,0.63,11,Plagiarized,0.63,1
s995588139.py,0.63,12,Plagiarized,0.63,1
s652130960.py,0.62,11,Plagiarized,0.62,1
s119746979.py,0.62,14,Plagiarized,0.62,1
s822625372.py,0.62,6,Plagiarized,0.62,1
s859674330.py,0.62,9,Plagiarized,0.62,1
s013456212.py,0.61,7,Plagiarized,0.61,1
s819135253.py,0.61,12,Plagiarized,0.61,1
s187889277.py,0.6,10,Plagiarized,0.6,1
s498456168.py,0.6,7,Plagiarized,0.6,1
s566553115.py,0.6,9,Plagiarized,0.6,1
s838430505.py,0.6,10,Plagiarized,0.6,1
