0,1,2,Category,Adjusted_Max_Similarity_Score,Status
s008289887.py,1.0,17,Plagiarized,1.0,1
s032986382.py,1.0,8,Plagiarized,1.0,1
s098355787.py,1.0,14,Plagiarized,1.0,1
s255951525.py,1.0,9,Plagiarized,1.0,1
s275834476.py,1.0,9,Plagiarized,1.0,1
s327583397.py,1.0,13,Plagiarized,1.0,1
s358529635.py,1.0,15,Plagiarized,1.0,1
s359431870.py,1.0,9,Plagiarized,1.0,1
s472600640.py,1.0,11,Plagiarized,1.0,1
s478838015.py,1.0,11,Plagiarized,1.0,1
s494754264.py,1.0,11,Plagiarized,1.0,1
s525408902.py,1.0,11,Plagiarized,1.0,1
s536281787.py,1.0,13,Plagiarized,1.0,1
s541529116.py,1.0,14,Plagiarized,1.0,1
s587378833.py,1.0,12,Plagiarized,1.0,1
s626252854.py,1.0,8,Plagiarized,1.0,1
s628580244.py,1.0,9,Plagiarized,1.0,1
s645578810.py,1.0,14,Plagiarized,1.0,1
s647093353.py,1.0,12,Plagiarized,1.0,1
s648416614.py,1.0,12,Plagiarized,1.0,1
s724746498.py,1.0,14,Plagiarized,1.0,1
s760225904.py,1.0,14,Plagiarized,1.0,1
s829444337.py,1.0,12,Plagiarized,1.0,1
s897106761.py,1.0,12,Plagiarized,1.0,1
s910905362.py,1.0,12,Plagiarized,1.0,1
s911319240.py,1.0,8,Plagiarized,1.0,1
s936350213.py,1.0,13,Plagiarized,1.0,1
s957665243.py,1.0,13,Plagiarized,1.0,1
s966038581.py,1.0,8,Plagiarized,1.0,1
s976562296.py,1.0,12,Plagiarized,1.0,1
s816754771.py,1.0,13,Plagiarized,1.0,1
s810545409.py,1.0,12,Plagiarized,1.0,1
s332263392.py,0.96,17,Plagiarized,0.96,1
s984371961.py,0.96,18,Plagiarized,0.96,1
s691141591.py,0.93,12,Plagiarized,0.93,1
s427688755.py,0.92,12,Plagiarized,0.92,1
s070879101.py,0.92,12,Plagiarized,0.92,1
s124704595.py,0.92,15,Plagiarized,0.92,1
s503175907.py,0.92,11,Plagiarized,0.92,1
s885529820.py,0.92,14,Plagiarized,0.92,1
s181302529.py,0.91,12,Plagiarized,0.91,1
s745865464.py,0.91,13,Plagiarized,0.91,1
s058474246.py,0.91,16,Plagiarized,0.91,1
s167231803.py,0.91,18,Plagiarized,0.91,1
s345633428.py,0.91,13,Plagiarized,0.91,1
s447419782.py,0.91,16,Plagiarized,0.91,1
s995566698.py,0.89,12,Plagiarized,0.89,1
s599005747.py,0.88,11,Plagiarized,0.88,1
s738105021.py,0.88,14,Plagiarized,0.88,1
s287728631.py,0.88,9,Plagiarized,0.88,1
s489353808.py,0.88,13,Plagiarized,0.88,1
s397093341.py,0.87,14,Plagiarized,0.87,1
s060505961.py,0.87,14,Plagiarized,0.87,1
s102696451.py,0.87,7,Plagiarized,0.87,1
s819388606.py,0.87,14,Plagiarized,0.87,1
s215119690.py,0.86,12,Plagiarized,0.86,1
s043068302.py,0.86,13,Plagiarized,0.86,1
s549675563.py,0.86,11,Plagiarized,0.86,1
s599386027.py,0.86,17,Plagiarized,0.86,1
s877389371.py,0.86,9,Plagiarized,0.86,1
s292728716.py,0.85,13,Plagiarized,0.85,1
s349120253.py,0.85,13,Plagiarized,0.85,1
s932698070.py,0.85,12,Plagiarized,0.85,1
s144845831.py,0.85,10,Plagiarized,0.85,1
s504955442.py,0.85,13,Plagiarized,0.85,1
s623927127.py,0.85,14,Plagiarized,0.85,1
s657559269.py,0.85,12,Plagiarized,0.85,1
s834185756.py,0.85,14,Plagiarized,0.85,1
s972610220.py,0.85,10,Plagiarized,0.85,1
s579032490.py,0.85,13,Plagiarized,0.85,1
s612073878.py,0.85,11,Plagiarized,0.85,1
s025171682.py,0.84,15,Plagiarized,0.84,1
s422200973.py,0.84,19,Plagiarized,0.84,1
s670596338.py,0.84,12,Plagiarized,0.84,1
s926790865.py,0.84,12,Plagiarized,0.84,1
s444623942.py,0.84,12,Plagiarized,0.84,1
s939644303.py,0.84,11,Plagiarized,0.84,1
s262562902.py,0.84,9,Plagiarized,0.84,1
s379568752.py,0.84,12,Plagiarized,0.84,1
s387796347.py,0.84,6,Plagiarized,0.84,1
s534665363.py,0.84,9,Plagiarized,0.84,1
s725614997.py,0.84,15,Plagiarized,0.84,1
s800458491.py,0.84,11,Plagiarized,0.84,1
s873398643.py,0.84,20,Plagiarized,0.84,1
s289272055.py,0.83,14,Plagiarized,0.83,1
s546417163.py,0.83,11,Plagiarized,0.83,1
s380978253.py,0.83,14,Plagiarized,0.83,1
s566001290.py,0.83,14,Plagiarized,0.83,1
s775641606.py,0.82,12,Plagiarized,0.82,1
s697153146.py,0.81,15,Plagiarized,0.81,1
s170966810.py,0.81,15,Plagiarized,0.81,1
s482595806.py,0.81,14,Plagiarized,0.81,1
s266315543.py,0.81,12,Plagiarized,0.81,1
s937299784.py,0.81,15,Plagiarized,0.81,1
s128589809.py,0.81,8,Plagiarized,0.81,1
s921372330.py,0.81,11,Plagiarized,0.81,1
s964449339.py,0.81,7,Plagiarized,0.81,1
s994202887.py,0.81,9,Plagiarized,0.81,1
s155948688.py,0.8,12,Plagiarized,0.8,1
s444970733.py,0.8,40,Plagiarized,0.8,1
s976069944.py,0.8,46,Plagiarized,0.8,1
s209837228.py,0.79,15,Plagiarized,0.79,1
s017251517.py,0.79,12,Plagiarized,0.79,1
s750150441.py,0.79,11,Plagiarized,0.79,1
s570698624.py,0.79,22,Plagiarized,0.79,1
s657568681.py,0.79,12,Plagiarized,0.79,1
s704225062.py,0.79,14,Plagiarized,0.79,1
s756406459.py,0.79,14,Plagiarized,0.79,1
s781746377.py,0.78,20,Plagiarized,0.78,1
s942037648.py,0.78,16,Plagiarized,0.78,1
s060653046.py,0.78,15,Plagiarized,0.78,1
s294153692.py,0.78,10,Plagiarized,0.78,1
s645502405.py,0.78,16,Plagiarized,0.78,1
s097950362.py,0.78,11,Plagiarized,0.78,1
s853721813.py,0.78,10,Plagiarized,0.78,1
s819967141.py,0.77,10,Plagiarized,0.77,1
s247241260.py,0.77,22,Plagiarized,0.77,1
s291490043.py,0.77,8,Plagiarized,0.77,1
s381217120.py,0.77,7,Plagiarized,0.77,1
s469700935.py,0.77,21,Plagiarized,0.77,1
s510132058.py,0.76,10,Plagiarized,0.76,1
s110471958.py,0.76,14,Plagiarized,0.76,1
s192093591.py,0.76,14,Plagiarized,0.76,1
s438191299.py,0.76,12,Plagiarized,0.76,1
s757934582.py,0.76,8,Plagiarized,0.76,1
s850853365.py,0.76,8,Plagiarized,0.76,1
s543197265.py,0.76,18,Plagiarized,0.76,1
s553090279.py,0.76,12,Plagiarized,0.76,1
s782259934.py,0.76,12,Plagiarized,0.76,1
s819701880.py,0.75,11,Plagiarized,0.75,1
s442215628.py,0.75,13,Plagiarized,0.75,1
s024674776.py,0.75,10,Plagiarized,0.75,1
s414997649.py,0.75,14,Plagiarized,0.75,1
s793150207.py,0.75,12,Plagiarized,0.75,1
s249122532.py,0.75,11,Plagiarized,0.75,1
s496968178.py,0.74,38,Plagiarized,0.74,1
s664883846.py,0.74,31,Plagiarized,0.74,1
s818774461.py,0.74,12,Plagiarized,0.74,1
s041055295.py,0.74,8,Plagiarized,0.74,1
s706071929.py,0.74,17,Plagiarized,0.74,1
s716939974.py,0.73,14,Plagiarized,0.73,1
s640839640.py,0.73,19,Plagiarized,0.73,1
s569602679.py,0.73,13,Plagiarized,0.73,1
s528588127.py,0.72,12,Plagiarized,0.72,1
s293250286.py,0.72,9,Plagiarized,0.72,1
s777623981.py,0.72,12,Plagiarized,0.72,1
s963470128.py,0.72,8,Plagiarized,0.72,1
s997852585.py,0.71,14,Plagiarized,0.71,1
s180986586.py,0.7,48,Plagiarized,0.7,1
s669601506.py,0.7,17,Plagiarized,0.7,1
s708817599.py,0.7,10,Plagiarized,0.7,1
s638090195.py,0.7,14,Plagiarized,0.7,1
s657468854.py,0.7,16,Plagiarized,0.7,1
s647309595.py,0.69,10,Plagiarized,0.69,1
s789363068.py,0.69,13,Plagiarized,0.69,1
s990121464.py,0.69,12,Plagiarized,0.69,1
s048597461.py,0.69,27,Plagiarized,0.69,1
s523895786.py,0.69,23,Plagiarized,0.69,1
s941609704.py,0.69,11,Plagiarized,0.69,1
s665990961.py,0.69,11,Plagiarized,0.69,1
s110694008.py,0.69,15,Plagiarized,0.69,1
s700357552.py,0.69,16,Plagiarized,0.69,1
s178788187.py,0.69,32,Plagiarized,0.69,1
s331282989.py,0.68,9,Plagiarized,0.68,1
s804443709.py,0.68,10,Plagiarized,0.68,1
s105872583.py,0.68,11,Plagiarized,0.68,1
s062172837.py,0.68,11,Plagiarized,0.68,1
s458956564.py,0.68,13,Plagiarized,0.68,1
s786976073.py,0.68,8,Plagiarized,0.68,1
s206024607.py,0.67,13,Plagiarized,0.67,1
s346122460.py,0.67,14,Plagiarized,0.67,1
s259639302.py,0.66,17,Plagiarized,0.66,1
s354288448.py,0.66,21,Plagiarized,0.66,1
s747497655.py,0.66,11,Plagiarized,0.66,1
s438276071.py,0.66,14,Plagiarized,0.66,1
s709153800.py,0.65,10,Plagiarized,0.65,1
s084384943.py,0.65,17,Plagiarized,0.65,1
s141766720.py,0.65,11,Plagiarized,0.65,1
s351824292.py,0.65,10,Plagiarized,0.65,1
s374600852.py,0.65,6,Plagiarized,0.65,1
s460945220.py,0.65,6,Plagiarized,0.65,1
s119859935.py,0.65,17,Plagiarized,0.65,1
s271113012.py,0.65,17,Plagiarized,0.65,1
s203097169.py,0.64,16,Plagiarized,0.64,1
s692441530.py,0.64,13,Plagiarized,0.64,1
s877010181.py,0.64,17,Plagiarized,0.64,1
s340455088.py,0.63,11,Plagiarized,0.63,1
s047288926.py,0.63,13,Plagiarized,0.63,1
s429567531.py,0.63,21,Plagiarized,0.63,1
s976562899.py,0.63,11,Plagiarized,0.63,1
s037105576.py,0.63,11,Plagiarized,0.63,1
s216842524.py,0.63,17,Plagiarized,0.63,1
s236499202.py,0.63,15,Plagiarized,0.63,1
s953375075.py,0.63,17,Plagiarized,0.63,1
s990882129.py,0.63,12,Plagiarized,0.63,1
s736281271.py,0.62,10,Plagiarized,0.62,1
s235189112.py,0.62,17,Plagiarized,0.62,1
s690200296.py,0.62,20,Plagiarized,0.62,1
s033596853.py,0.61,12,Plagiarized,0.61,1
s302487260.py,0.61,12,Plagiarized,0.61,1
s132887696.py,0.61,18,Plagiarized,0.61,1
s149329478.py,0.6,12,Plagiarized,0.6,1
s034480279.py,0.6,16,Plagiarized,0.6,1
s162531617.py,0.6,13,Plagiarized,0.6,1
s959923652.py,0.6,12,Plagiarized,0.6,1
s274352057.py,0.6,13,Plagiarized,0.6,1
s156177010.py,0.6,7,Plagiarized,0.6,1
s100249922.py,0.59,26,Plagiarized,0.59,1
s150987770.py,0.59,15,Plagiarized,0.59,1
s374417545.py,0.59,17,Plagiarized,0.59,1
s738555229.py,0.59,11,Plagiarized,0.59,1
s994644143.py,0.59,14,Plagiarized,0.59,1
s024668686.py,0.59,21,Plagiarized,0.59,1
s549100836.py,0.59,16,Plagiarized,0.59,1
s725362621.py,0.58,8,Plagiarized,0.58,1
s179792778.py,0.58,13,Plagiarized,0.58,1
s895972495.py,0.58,11,Plagiarized,0.58,1
s017687721_set.py,0.58,12,Plagiarized,0.58,1
s743050203.py,0.58,19,Plagiarized,0.58,1
s412170301.py,0.58,11,Plagiarized,0.58,1
s989223286.py,0.58,12,Plagiarized,0.58,1
s405350806.py,0.58,19,Plagiarized,0.58,1
s855498544.py,0.57,8,Potentially Plagiarized,0.6033333333333333,1
s923687632.py,0.57,14,Potentially Plagiarized,0.6033333333333333,1
s917916918.py,0.56,17,Potentially Plagiarized,0.5933333333333334,1
s667709535.py,0.56,14,Potentially Plagiarized,0.5933333333333334,1
s712826804.py,0.56,32,Potentially Plagiarized,0.5933333333333334,1
s696108056.py,0.56,15,Potentially Plagiarized,0.5933333333333334,1
s949277877.py,0.56,14,Potentially Plagiarized,0.5933333333333334,1
s928114270.py,0.56,17,Potentially Plagiarized,0.5933333333333334,1
